COG,KO,COG2,COG3,COG4,func,name
COG0161,K15785,,,NA,H,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
COG0161,K12256,,,NA,H,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
COG0161,K00822,,,NA,H,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
COG0161,K00833,,,NA,H,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
COG0161,K16871,,,NA,H,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
COG0162,K01866,,,NA,J,Tyrosyl-tRNA synthetase
COG0163,K22959,,,NA,H,3-polyprenyl-4-hydroxybenzoate decarboxylase
COG0163,K03186,,,NA,H,3-polyprenyl-4-hydroxybenzoate decarboxylase
COG0163,K12468,,,NA,H,3-polyprenyl-4-hydroxybenzoate decarboxylase
COG0164,K03470,,,NA,L,Ribonuclease HII
COG0165,K01755,,,NA,E,Argininosuccinate lyase
COG0166,K15916,,,NA,G,Glucose-6-phosphate isomerase
COG0166,K01810,,,NA,G,Glucose-6-phosphate isomerase
COG0167,K00226,,,NA,F,Dihydroorotate dehydrogenase
COG0167,K17723,,,NA,F,Dihydroorotate dehydrogenase
COG0168,K03498,,,NA,P,Trk-type K+ transport system, membrane component
COG0169,K00014,,,NA,E,Shikimate 5-dehydrogenase
COG0169,K05887,,,NA,E,Shikimate 5-dehydrogenase
COG0170,K00902,,,NA,O,Dolichol kinase
COG0170,K16368,,,NA,O,Dolichol kinase
COG0170,K18678,,,NA,O,Dolichol kinase
COG0171,K01916,,,NA,H,NH3-dependent NAD+ synthetase
COG0172,K01875,,,NA,J,Seryl-tRNA synthetase
COG0173,K01876,,,NA,J,Aspartyl-tRNA synthetase
COG0174,K20419,,,NA,E,Glutamine synthetase
COG0174,K20712,,,NA,E,Glutamine synthetase
COG0174,K01949,,,NA,E,Glutamine synthetase
COG0174,K01915,,,NA,E,Glutamine synthetase
COG0174,K09470,,,NA,E,Glutamine synthetase
COG0175,K00390,,,NA,EH,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme
COG0175,K19170,,,NA,EH,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme
COG0175,K00957,,,NA,EH,3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme
COG0176,K08314,,,NA,G,Transaldolase
COG0176,K00616,,,NA,G,Transaldolase
COG0176,K08313,,,NA,G,Transaldolase
COG0177,K10773,,,NA,L,Endonuclease III
COG0178,K03701,,,NA,L,Excinuclease UvrABC ATPase subunit
COG0179,K18336,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K20758,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K16164,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K01614,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K05921,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K16171,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K16165,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0179,K01557,,,NA,Q,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)
COG0180,K01867,,,NA,J,Tryptophanyl-tRNA synthetase
COG0181,K01749,,,NA,H,Porphobilinogen deaminase
COG0182,K03239,,,NA,E,Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit
COG0183,K22839,,,NA,I,Acetyl-CoA acetyltransferase
COG0183,K00626,,,NA,I,Acetyl-CoA acetyltransferase
COG0183,K07823,,,NA,I,Acetyl-CoA acetyltransferase
COG0183,K02615,,,NA,I,Acetyl-CoA acetyltransferase
COG0183,K00632,,,NA,I,Acetyl-CoA acetyltransferase
COG0184,K02956,,,NA,J,Ribosomal protein S15P/S13E
COG0184,K02953,,,NA,J,Ribosomal protein S15P/S13E
COG0185,K02965,,,NA,J,Ribosomal protein S19
COG0185,K02958,,,NA,J,Ribosomal protein S19
COG0186,K02961,,,NA,J,Ribosomal protein S17
COG0186,K02949,,,NA,J,Ribosomal protein S17
COG0187,K02622,,,NA,L,DNA gyrase/topoisomerase IV, subunit B
COG0187,K02470,,,NA,L,DNA gyrase/topoisomerase IV, subunit B
COG0188,K02621,,,NA,L,DNA gyrase/topoisomerase IV, subunit A
COG0188,K02469,,,NA,L,DNA gyrase/topoisomerase IV, subunit A
COG0189,K01920,,,NA,HJ,Glutathione synthase/RimK-type ligase, ATP-grasp superfamily
COG0189,K14940,,,NA,HJ,Glutathione synthase/RimK-type ligase, ATP-grasp superfamily
COG0189,K19727,,,NA,HJ,Glutathione synthase/RimK-type ligase, ATP-grasp superfamily
COG0189,K15740,,,NA,HJ,Glutathione synthase/RimK-type ligase, ATP-grasp superfamily
COG0189,K05827,,,NA,HJ,Glutathione synthase/RimK-type ligase, ATP-grasp superfamily
COG0189,K05844,,,NA,HJ,Glutathione synthase/RimK-type ligase, ATP-grasp superfamily
COG0190,K01491,,,NA,H,5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase
COG0190,K00295,,,NA,H,5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase
COG0191,K08302,,,NA,G,Fructose/tagatose bisphosphate aldolase
COG0191,K01624,,,NA,G,Fructose/tagatose bisphosphate aldolase
COG0191,K03339,,,NA,G,Fructose/tagatose bisphosphate aldolase
COG0193,K01056,,,NA,J,Peptidyl-tRNA hydrolase
COG0194,K00942,,,NA,F,Guanylate kinase
COG0195,K02600,,,NA,K,Transcription antitermination factor NusA, contains S1 and KH domains
COG0196,K11753,,,NA,H,FAD synthase
COG0197,K02878,,,NA,J,Ribosomal protein L16/L10AE
COG0197,K02866,,,NA,J,Ribosomal protein L16/L10AE
COG0198,K02895,,,NA,J,Ribosomal protein L24
COG0198,K02898,,,NA,J,Ribosomal protein L24
COG0199,K02980,,,NA,J,Ribosomal protein S14
COG0199,K02954,,,NA,J,Ribosomal protein S14
COG0200,K02876,,,NA,J,Ribosomal protein L15
COG0200,K02900,,,NA,J,Ribosomal protein L15
COG0201,K03076,,,NA,U,Preprotein translocase subunit SecY
COG0202,K03047,,,NA,K,DNA-directed RNA polymerase, alpha subunit/40 kD subunit
COG0202,K03040,,,NA,K,DNA-directed RNA polymerase, alpha subunit/40 kD subunit
COG0202,K03027,,,NA,K,DNA-directed RNA polymerase, alpha subunit/40 kD subunit
COG0202,K03011,,,NA,K,DNA-directed RNA polymerase, alpha subunit/40 kD subunit
COG0203,K02879,,,NA,J,Ribosomal protein L17
COG0204,K01909,,,NA,I,1-acyl-sn-glycerol-3-phosphate acyltransferase
COG0204,K22617,,,NA,I,1-acyl-sn-glycerol-3-phosphate acyltransferase
COG0204,K00655,,,NA,I,1-acyl-sn-glycerol-3-phosphate acyltransferase
COG0204,K13509,,,NA,I,1-acyl-sn-glycerol-3-phosphate acyltransferase
COG0205,K00895,,,NA,G,6-phosphofructokinase
COG0205,K21071,,,NA,G,6-phosphofructokinase
COG0205,K00850,,,NA,G,6-phosphofructokinase
COG0206,K03531,,,NA,D,Cell division GTPase FtsZ
COG0206,K22222,,,NA,D,Cell division GTPase FtsZ
COG0207,K00560,,,NA,F,Thymidylate synthase
COG0208,K00526,,,NA,F,Ribonucleotide reductase beta subunit, ferritin-like domain
COG0209,K00525,,,NA,F,Ribonucleotide reductase alpha subunit
COG0210,K03656,,,NA,L,Superfamily I DNA or RNA helicase
COG0210,K03657,,,NA,L,Superfamily I DNA or RNA helicase
COG0210,K03658,,,NA,L,Superfamily I DNA or RNA helicase
COG0211,K02899,,,NA,J,Ribosomal protein L27
COG0212,K01934,,,NA,H,5-formyltetrahydrofolate cyclo-ligase
COG0213,K00758,,,NA,F,Thymidine phosphorylase
COG0213,K00756,,,NA,F,Thymidine phosphorylase
COG0213,K18931,,,NA,F,Thymidine phosphorylase
COG0214,K06215,,,NA,H,Pyridoxal biosynthesis lyase PdxS
COG0215,K15526,,,NA,J,Cysteinyl-tRNA synthetase
COG0215,K01883,,,NA,J,Cysteinyl-tRNA synthetase
COG0216,K02835,,,NA,J,Protein chain release factor A
COG0218,K03978,,,NA,D,GTP-binding protein EngB required for normal cell division
COG0219,K03216,,,NA,J,tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain
COG0220,K03439,,,NA,J,tRNA G46 methylase TrmB
COG0221,K01507,,,NA,CP,Inorganic pyrophosphatase
COG0222,K02935,,,NA,J,Ribosomal protein L7/L12
COG0223,K00604,,,NA,J,Methionyl-tRNA formyltransferase
COG0224,K02115,,,NA,C,FoF1-type ATP synthase, gamma subunit
COG0224,K02136,,,NA,C,FoF1-type ATP synthase, gamma subunit
COG0225,K07304,,,NA,O,Peptide methionine sulfoxide reductase MsrA
COG0226,K02040,,,NA,P,ABC-type phosphate transport system, periplasmic component
COG0227,K02902,,,NA,J,Ribosomal protein L28
COG0228,K02959,,,NA,J,Ribosomal protein S16
COG0229,K07305,,,NA,O,Peptide methionine sulfoxide reductase MsrB
COG0230,K02914,,,NA,J,Ribosomal protein L34
COG0231,K02356,,,NA,J,Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
COG0231,K03263,,,NA,J,Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
COG0232,K01129,,,NA,F,dGTP triphosphohydrolase
COG0233,K02838,,,NA,J,Ribosome recycling factor
COG0234,K04078,,,NA,O,Co-chaperonin GroES (HSP10)
COG0235,K18613,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K01629,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K12708,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K01628,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K03077,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K03080,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K22130,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K18847,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K08964,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0235,K01786,,,NA,G,Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase
COG0236,K12720,,,NA,IQ,Acyl carrier protein
COG0236,K14188,,,NA,IQ,Acyl carrier protein
COG0236,K14661,,,NA,IQ,Acyl carrier protein
COG0236,K02078,,,NA,IQ,Acyl carrier protein
COG0236,K21790,,,NA,IQ,Acyl carrier protein
COG0236,K15337,,,NA,IQ,Acyl carrier protein
COG0236,K21781,,,NA,IQ,Acyl carrier protein
COG0237,K00859,,,NA,H,Dephospho-CoA kinase
COG0238,K02963,,,NA,J,Ribosomal protein S18
COG0239,K06199,,,NA,DP,Fluoride ion exporter CrcB/FEX, affects chromosome condensation
COG0240,K00057,,,NA,C,Glycerol-3-phosphate dehydrogenase
COG0240,K00006,,,NA,C,Glycerol-3-phosphate dehydrogenase
COG0241,K03273,,,NA,E,Histidinol phosphatase or a related phosphatase
COG0242,K01450,,,NA,J,Peptide deformylase
COG0242,K01462,,,NA,J,Peptide deformylase
COG0243,K00367,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K08352,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K08351,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K08357,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K18558,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K00183,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K07310,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K07306,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K07811,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K07812,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K17219,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K08348,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K21307,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K00372,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K02567,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K08345,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K20625,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K07309,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K00123,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0243,K00352,,,NA,C,Anaerobic selenocysteine-containing dehydrogenase
COG0244,K02864,,,NA,J,Ribosomal protein L10
COG0244,K14815,,,NA,J,Ribosomal protein L10
COG0244,K02941,,,NA,J,Ribosomal protein L10
COG0245,K01770,,,NA,I,2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
COG0246,K00041,,,NA,G,Mannitol-1-phosphate/altronate dehydrogenases
COG0246,K00045,,,NA,G,Mannitol-1-phosphate/altronate dehydrogenases
COG0246,K00009,,,NA,G,Mannitol-1-phosphate/altronate dehydrogenases
COG0246,K00040,,,NA,G,Mannitol-1-phosphate/altronate dehydrogenases
COG0246,K19633,,,NA,G,Mannitol-1-phosphate/altronate dehydrogenases
COG0247,K00113,,,NA,C,Fe-S oxidoreductase
COG0247,K11473,,,NA,C,Fe-S oxidoreductase
COG0247,K16887,,,NA,C,Fe-S oxidoreductase
COG0247,K21834,,,NA,C,Fe-S oxidoreductase
COG0247,K18501,,,NA,C,Fe-S oxidoreductase
COG0248,K01524,,,NA,FTP,Exopolyphosphatase/pppGpp-phosphohydrolase
COG0249,K03555,,,NA,L,DNA mismatch repair ATPase MutS
COG0250,K02601,,,NA,K,Transcription antitermination factor NusG
COG0250,K05785,,,NA,K,Transcription antitermination factor NusG
COG0251,K07567,,,NA,V,Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family
COG0251,K09022,,,NA,V,Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family
COG0251,K09021,,,NA,V,Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family
COG0252,K09482,,,NA,JU,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
COG0252,K05597,,,NA,JU,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
COG0252,K01424,,,NA,JU,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
COG0253,K01778,,,NA,E,Diaminopimelate epimerase
COG0253,K19724,,,NA,E,Diaminopimelate epimerase
COG0254,K02909,,,NA,J,Ribosomal protein L31
COG0255,K02904,,,NA,J,Ribosomal protein L29
COG0255,K02918,,,NA,J,Ribosomal protein L29
COG0256,K02881,,,NA,J,Ribosomal protein L18
COG0256,K02932,,,NA,J,Ribosomal protein L18
COG0257,K02919,,,NA,J,Ribosomal protein L36
COG0258,K04799,,,NA,L,5'-3' exonuclease
COG0258,K01146,,,NA,L,5'-3' exonuclease
COG0259,K20262,,,NA,H,Pyridoxine/pyridoxamine 5'-phosphate oxidase
COG0259,K00275,,,NA,H,Pyridoxine/pyridoxamine 5'-phosphate oxidase
COG0260,K07751,,,NA,E,Leucyl aminopeptidase
COG0260,K01255,,,NA,E,Leucyl aminopeptidase
COG0261,K02888,,,NA,J,Ribosomal protein L21
COG0262,K19644,,,NA,H,Dihydrofolate reductase
COG0262,K00287,,,NA,H,Dihydrofolate reductase
COG0262,K18590,,,NA,H,Dihydrofolate reductase
COG0262,K18591,,,NA,H,Dihydrofolate reductase
COG0262,K19643,,,NA,H,Dihydrofolate reductase
COG0262,K18589,,,NA,H,Dihydrofolate reductase
COG0263,K00931,,,NA,E,Glutamate 5-kinase
COG0264,K02357,,,NA,J,Translation elongation factor EF-Ts
COG0265,K04772,,,NA,O,Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
COG0265,K04771,,,NA,O,Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
COG0265,K22686,,,NA,O,Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
COG0265,K04691,,,NA,O,Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
COG0265,K08372,,,NA,O,Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
COG0266,K05522,,,NA,L,Formamidopyrimidine-DNA glycosylase
COG0266,K10563,,,NA,L,Formamidopyrimidine-DNA glycosylase
COG0267,K02913,,,NA,J,Ribosomal protein L33
COG0268,K02968,,,NA,J,Ribosomal protein S20
COG0269,K08093,,,NA,G,3-keto-L-gulonate-6-phosphate decarboxylase
COG0269,K03078,,,NA,G,3-keto-L-gulonate-6-phosphate decarboxylase
COG0269,K03081,,,NA,G,3-keto-L-gulonate-6-phosphate decarboxylase
COG0270,K00558,,,NA,L,Site-specific DNA-cytosine methylase
COG0271,K22075,,,NA,T,Stress-induced morphogen (activity unknown)
COG0271,K05527,,,NA,T,Stress-induced morphogen (activity unknown)
COG0271,K22066,,,NA,T,Stress-induced morphogen (activity unknown)
COG0272,K01972,,,NA,L,NAD-dependent DNA ligase
COG0274,K01619,,,NA,F,Deoxyribose-phosphate aldolase
COG0275,K03438,,,NA,J,16S rRNA C1402 N4-methylase RsmH
COG0276,K01772,,,NA,H,Protoheme ferro-lyase (ferrochelatase)
COG0277,K00594,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K00104,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K16653,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K21836,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K20550,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K03777,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K11472,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K20153,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K05888,,,NA,C,FAD/FMN-containing dehydrogenase
COG0277,K21618,,,NA,C,FAD/FMN-containing dehydrogenase
COG0278,K07390,,,NA,O,Glutaredoxin-related protein
COG0279,K12961,,,NA,G,Phosphoheptose isomerase
COG0279,K03271,,,NA,G,Phosphoheptose isomerase
COG0280,K00634,,,NA,C,Phosphotransacetylase
COG0280,K00625,,,NA,C,Phosphotransacetylase
COG0280,K04020,,,NA,C,Phosphotransacetylase
COG0281,K00027,,,NA,C,Malic enzyme
COG0281,K00028,,,NA,C,Malic enzyme
COG0281,K22212,,,NA,C,Malic enzyme
COG0282,K19697,,,NA,C,Acetate kinase
COG0282,K00925,,,NA,C,Acetate kinase
COG0282,K00932,,,NA,C,Acetate kinase
COG0283,K00945,,,NA,F,Cytidylate kinase
COG0284,K01591,,,NA,F,Orotidine-5'-phosphate decarboxylase
COG0285,K11754,,,NA,H,Folylpolyglutamate synthase/Dihydropteroate synthase
COG0285,K20457,,,NA,H,Folylpolyglutamate synthase/Dihydropteroate synthase
COG0286,K03427,,,NA,V,Type I restriction-modification system, DNA methylase subunit
COG0287,K00210,,,NA,E,Prephenate dehydrogenase
COG0287,K15226,,,NA,E,Prephenate dehydrogenase
COG0287,K00220,,,NA,E,Prephenate dehydrogenase
COG0287,K00211,,,NA,E,Prephenate dehydrogenase
COG0287,K04517,,,NA,E,Prephenate dehydrogenase
COG0288,K20499,,,NA,P,Carbonic anhydrase
COG0288,K22576,,,NA,P,Carbonic anhydrase
COG0288,K01673,,,NA,P,Carbonic anhydrase
COG0289,K00215,,,NA,E,Dihydrodipicolinate reductase
COG0290,K02520,,,NA,J,Translation initiation factor IF-3
COG0291,K02916,,,NA,J,Ribosomal protein L35
COG0292,K02887,,,NA,J,Ribosomal protein L20
COG0293,K14864,,,NA,J,23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ
COG0293,K14857,,,NA,J,23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ
COG0293,K15508,,,NA,J,23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ
COG0293,K02427,,,NA,J,23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ
COG0294,K18974,,,NA,H,Dihydropteroate synthase
COG0294,K18825,,,NA,H,Dihydropteroate synthase
COG0294,K18824,,,NA,H,Dihydropteroate synthase
COG0294,K00796,,,NA,H,Dihydropteroate synthase
COG0295,K01489,,,NA,F,Cytidine deaminase
COG0296,K00700,,,NA,G,1,4-alpha-glucan branching enzyme
COG0296,K01236,,,NA,G,1,4-alpha-glucan branching enzyme
COG0297,K20812,,,NA,G,Glycogen synthase
COG0297,K20430,,,NA,G,Glycogen synthase
COG0297,K00693,,,NA,G,Glycogen synthase
COG0297,K00703,,,NA,G,Glycogen synthase
COG0298,K04653,,,NA,O,Hydrogenase maturation factor
COG0299,K11175,,,NA,F,Folate-dependent phosphoribosylglycinamide formyltransferase PurN
COG0300,K10251,,,NA,R,Short-chain dehydrogenase
COG0300,K07124,,,NA,R,Short-chain dehydrogenase
COG0301,K03151,,,NA,HJ,Adenylyl- and sulfurtransferase ThiI, participates in tRNA 4-thiouridine and thiamine biosynthesis
COG0302,K01495,,,NA,H,GTP cyclohydrolase I
COG0303,K03750,,,NA,H,Molybdopterin biosynthesis enzyme
COG0304,K14245,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K00647,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K14660,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K18473,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K11609,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K21789,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K09458,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K00646,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0304,K14246,,,NA,IQ,3-oxoacyl-(acyl-carrier-protein) synthase
COG0305,K02314,,,NA,L,Replicative DNA helicase
COG0306,K16331,,,NA,P,Phosphate/sulfate permease
COG0306,K03306,,,NA,P,Phosphate/sulfate permease
COG0306,K16322,,,NA,P,Phosphate/sulfate permease
COG0307,K00793,,,NA,H,Riboflavin synthase alpha chain
COG0308,K01256,,,NA,E,Aminopeptidase N
COG0308,K13721,,,NA,E,Aminopeptidase N
COG0309,K04655,,,NA,O,Hydrogenase maturation factor
COG0310,K02007,,,NA,P,ABC-type Co2+ transport system, permease component
COG0311,K08681,,,NA,H,Glutamine amidotransferase PdxT (pyridoxal biosynthesis)
COG0312,K03568,,,NA,R,Predicted Zn-dependent protease or its inactivated homolog
COG0312,K03592,,,NA,R,Predicted Zn-dependent protease or its inactivated homolog
COG0313,K07056,,,NA,J,16S rRNA C1402 (ribose-2'-O) methylase RsmI
COG0314,K03635,,,NA,H,Molybdopterin synthase catalytic subunit
COG0315,K03637,,,NA,H,Molybdenum cofactor biosynthesis enzyme
COG0316,K13628,,,NA,O,Fe-S cluster assembly iron-binding protein IscA
COG0316,K22072,,,NA,O,Fe-S cluster assembly iron-binding protein IscA
COG0316,K05997,,,NA,O,Fe-S cluster assembly iron-binding protein IscA
COG0316,K22063,,,NA,O,Fe-S cluster assembly iron-binding protein IscA
COG0316,K15724,,,NA,O,Fe-S cluster assembly iron-binding protein IscA
COG0317,K01139,,,NA,TK,(p)ppGpp synthase/hydrolase, HD superfamily
COG0317,K00951,,,NA,TK,(p)ppGpp synthase/hydrolase, HD superfamily
COG0318,K13776,,,NA,IQ,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II
COG0318,K21107,,,NA,IQ,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II
